wagon_ID,wagon_construction,wagon_type,provider
'1176603755864876',189.0,6.0,37
'1176603755944876',189.0,6.0,37
'1176603756024876',189.0,6.0,37
'1176603756104876',188.0,6.0,37
'1176603756284876',189.0,6.0,37
'1176603756364876',189.0,6.0,37
'1176603756444876',189.0,6.0,37
'1176603756694876',189.0,6.0,37
'1176603756854876',189.0,6.0,37
'1176603756934876',188.0,6.0,37
'1176603757014876',189.0,6.0,37
'1176603757194876',188.0,6.0,37
'1176603757274876',189.0,6.0,37
'1176603757354876',189.0,6.0,37
'1176603757434876',189.0,6.0,37
'1176603757504876',189.0,6.0,37
'1176603757684876',189.0,6.0,37
'1176603757764876',189.0,6.0,37
'1176603757924876',189.0,6.0,37
'1176603758004876',189.0,6.0,37
'1176603758184876',189.0,6.0,37
'1176603758264876',189.0,6.0,37
'1176603758344876',189.0,6.0,37
'1176603758424876',189.0,6.0,37
'1176603760064876',189.0,6.0,37
'1176603760144876',188.0,6.0,37
'1176603760224876',189.0,6.0,37
'1176603760304876',189.0,6.0,37
'1176603760484876',189.0,6.0,37
'1176603760554876',188.0,6.0,37
'1176603760714876',189.0,6.0,37
'1176603760894876',188.0,6.0,37
'1176603760974876',188.0,6.0,37
'1176603761054876',189.0,6.0,37
'1176603761134876',189.0,6.0,37
'1176603761214876',189.0,6.0,37
'1176603761394876',188.0,6.0,37
'1176603761474876',188.0,6.0,37
'1176603761544876',189.0,6.0,37
'1176603761704876',189.0,6.0,37
'1176603761964876',189.0,6.0,37
'1176603762044876',189.0,6.0,37
'1176603762124876',189.0,6.0,37
'1176603762204876',189.0,6.0,37
'1176603762384876',189.0,6.0,37
'1176603762464876',189.0,6.0,37
'1176603762534876',189.0,6.0,37
'1176603762614876',188.0,6.0,37
'1176603762794876',189.0,6.0,37
'1176603762874876',189.0,6.0,37
'1176603762954876',189.0,6.0,37
'1176603763034876',189.0,6.0,37
'1176603763114876',189.0,6.0,37
'1176603763294876',189.0,6.0,37
'1176603763374876',189.0,6.0,37
'1176603763454876',189.0,6.0,37
'1176603763524876',189.0,6.0,37
'1176603763604876',189.0,6.0,37
'1176603763784876',189.0,6.0,37
'1176603763864876',189.0,6.0,37
'1176603763944876',189.0,6.0,37
'1176603764024876',189.0,6.0,37
'1176603764284876',189.0,6.0,37
'1176603764364876',189.0,6.0,37
'1176603764444876',188.0,6.0,37
'1176603764514876',189.0,6.0,37
'1176603764694876',189.0,6.0,37
'1176603764774876',188.0,6.0,37
'1176603764854876',189.0,6.0,37
'1176603764934876',189.0,6.0,37
'1176603765014876',189.0,6.0,37
'1176603765194876',189.0,6.0,37
'1176603765274876',189.0,6.0,37
'1176603765354876',189.0,6.0,37
'1176603765434876',189.0,6.0,37
'1176603765504876',189.0,6.0,37
'1176603765684876',189.0,6.0,37
'1176603765764876',188.0,6.0,37
'1176603765844876',189.0,6.0,37
'1176603765924876',189.0,6.0,37
'1176603766004876',189.0,6.0,37
'1176603766264876',189.0,6.0,37
'1176603766344876',189.0,6.0,37
'1176603766594876',189.0,6.0,37
'1176603766674876',189.0,6.0,37
'1176603766754876',189.0,6.0,37
'1176603766834876',189.0,6.0,37
'1176603766914876',189.0,6.0,37
'1176603767094876',189.0,6.0,37
'1176603767174876',189.0,6.0,37
'1176603767254876',189.0,6.0,37
'1176603767334876',189.0,6.0,37
'1176603767414876',189.0,6.0,37
'1176603767664876',189.0,6.0,37
'1176603767744876',189.0,6.0,37
'1176603767824876',189.0,6.0,37
'1176603767904876',189.0,6.0,37
'1176603768084876',188.0,6.0,37
'1176603768244876',188.0,6.0,37
'1176603768324876',188.0,6.0,37
'1176603768404876',189.0,6.0,37
'1176603768574876',189.0,6.0,37
'1176603768654876',188.0,6.0,37
'1176603768734876',189.0,6.0,37
'1176603768814876',189.0,6.0,37
'1176603768994876',188.0,6.0,37
'1176603770044876',189.0,6.0,37
'1176603770124876',189.0,6.0,37
'1176603770204876',189.0,6.0,37
'1176603770384876',189.0,6.0,37
'1176603770464876',189.0,6.0,37
'1176603770534876',189.0,6.0,37
'1176603770614876',189.0,6.0,37
'1176603770794876',189.0,6.0,37
'1176603770874876',189.0,6.0,37
'1176603770954876',189.0,6.0,37
'1176603771034876',188.0,6.0,37
'1176603771114876',189.0,6.0,37
'1176603771294876',188.0,6.0,37
'1176603771374876',189.0,6.0,37
'1176603771454876',189.0,6.0,37
'1176603771524876',189.0,6.0,37
'1176603771604876',189.0,6.0,37
'1176603771784876',189.0,6.0,37
'1176603771864876',189.0,6.0,37
'1176603771944876',189.0,6.0,37
'1176603772024876',189.0,6.0,37
'1176603772104876',189.0,6.0,37
'1176603772284876',189.0,6.0,37
'1176603772364876',189.0,6.0,37
'1176603772514876',189.0,6.0,37
'1176603772694876',189.0,6.0,37
'1176603772774876',188.0,6.0,37
'1176603772854876',189.0,6.0,37
'1176603772934876',189.0,6.0,37
'1176603773014876',189.0,6.0,37
'1176603773194876',189.0,6.0,37
'1176603773274876',189.0,6.0,37
'1176603773354876',189.0,6.0,37
'1176603773434876',189.0,6.0,37
'1176603773504876',189.0,6.0,37
'1176603773684876',188.0,6.0,37
'1176603773764876',189.0,6.0,37
'1176603773844876',189.0,6.0,37
'1176603773924876',189.0,6.0,37
'1176603774004876',189.0,6.0,37
'1176603774184876',189.0,6.0,37
'1176603774264876',188.0,6.0,37
'1176603774344876',188.0,6.0,37
'1176603774424876',189.0,6.0,37
'1176603774594876',189.0,6.0,37
'1176603774834876',189.0,6.0,37
'1176603774914876',189.0,6.0,37
'1176603775094876',189.0,6.0,37
'1176603775174876',188.0,6.0,37
'1176603775254876',189.0,6.0,37
'1176603775334876',189.0,6.0,37
'1176603775414876',188.0,6.0,37
'1176603775744876',189.0,6.0,37
'1176603775824876',189.0,6.0,37
'1176603775904876',189.0,6.0,37
'1176603776084876',189.0,6.0,37
'1176603776164876',189.0,6.0,37
'1176603776244876',188.0,6.0,37
'1176603776324876',189.0,6.0,37
'1176603776574876',189.0,6.0,37
'1176603776654876',189.0,6.0,37
'1176603776734876',189.0,6.0,37
'1176603776814876',189.0,6.0,37
'1176603776994876',188.0,6.0,37
'1176603777234876',189.0,6.0,37
'1176603777494876',189.0,6.0,37
'1176603777564876',189.0,6.0,37
'1176603777644876',188.0,6.0,37
'1176603777724876',189.0,6.0,37
'1176603777984876',189.0,6.0,37
'1176603778064876',189.0,6.0,37
'1176603778144876',189.0,6.0,37
'1176603778304876',189.0,6.0,37
'1176603778484876',189.0,6.0,37
'1176603778554876',189.0,6.0,37
'1176603778634876',189.0,6.0,37
'1176603778714876',189.0,6.0,37
'1176603778894876',189.0,6.0,37
'1176603778974876',189.0,6.0,37
'1176603779054876',189.0,6.0,37
'1176603779134876',188.0,6.0,37
'1176603779394876',189.0,6.0,37
'1176603779474876',189.0,6.0,37
'1176603779544876',189.0,6.0,37
'1176603779624876',189.0,6.0,37
'1176603779704876',189.0,6.0,37
'1176603779884876',189.0,6.0,37
'1176603779964876',189.0,6.0,37
'1176603780104876',189.0,6.0,37
'1176603780284876',189.0,6.0,37
'1176603780364876',189.0,6.0,37
'1176603780444876',189.0,6.0,37
'1176603780514876',189.0,6.0,37
'1176603780694876',189.0,6.0,37
'1176603780774876',188.0,6.0,37
'1176603780854876',189.0,6.0,37
'1176603780934876',189.0,6.0,37
'1176603781014876',189.0,6.0,37
'1176603781194876',189.0,6.0,37
'1176603781274876',189.0,6.0,37
'1176603781354876',189.0,6.0,37
'1176603781434876',188.0,6.0,37
'1176603781504876',189.0,6.0,37
'1176603781684876',189.0,6.0,37
'1176603781844876',189.0,6.0,37
'1176603781924876',189.0,6.0,37
'1176603782004876',189.0,6.0,37
'1176603782184876',189.0,6.0,37
'1176603782264876',189.0,6.0,37
'1176603782424876',189.0,6.0,37
'1176603782594876',188.0,6.0,37
'1176603782674876',188.0,6.0,37
'1176603782754876',189.0,6.0,37
'1176603782834876',188.0,6.0,37
'1176603782914876',189.0,6.0,37
'1176603783094876',189.0,6.0,37
'1176603783174876',189.0,6.0,37
'1176603783254876',189.0,6.0,37
'1176603783414876',189.0,6.0,37
'1176603783664876',189.0,6.0,37
'1176603783744876',189.0,6.0,37
'1176603783824876',189.0,6.0,37
'1176603783904876',188.0,6.0,37
'1176603784084876',189.0,6.0,37
'1176603784164876',189.0,6.0,37
'1176603784244876',189.0,6.0,37
'1176603784324876',189.0,6.0,37
'1176603784404876',188.0,6.0,37
'1176603784574876',188.0,6.0,37
'1176603784654876',189.0,6.0,37
'1176603784814876',189.0,6.0,37
'1176603784994876',189.0,6.0,37
'1176603785154876',189.0,6.0,37
'1176603785314876',189.0,6.0,37
'1176603785494876',188.0,6.0,37
'1176603785564876',189.0,6.0,37
'1176603785724876',189.0,6.0,37
'1176603785804876',189.0,6.0,37
'1176603785984876',189.0,6.0,37
'1176603786064876',189.0,6.0,37
'1176603786144876',189.0,6.0,37
'1176603786224876',189.0,6.0,37
'1176603786304876',189.0,6.0,37
'1176603786484876',189.0,6.0,37
'1176603786554876',189.0,6.0,37
'1176603786634876',189.0,6.0,37
'1176603786714876',189.0,6.0,37
'1176603786894876',188.0,6.0,37
'1176603786974876',188.0,6.0,37
'1176603787054876',189.0,6.0,37
'1176603787134876',189.0,6.0,37
'1176603787214876',189.0,6.0,37
'1176603787474876',188.0,6.0,37
'1176603787544876',189.0,6.0,37
'1176603787624876',189.0,6.0,37
'1176603787704876',188.0,6.0,37
'1176603787884876',188.0,6.0,37
'1176603787964876',189.0,6.0,37
'1176603788044876',188.0,6.0,37
'1176603788124876',188.0,6.0,37
'1176603788204876',189.0,6.0,37
'1176603788384876',189.0,6.0,37
'1176603788464876',189.0,6.0,37
'1176603788534876',188.0,6.0,37
'1176603788794876',189.0,6.0,37
'1176603788874876',189.0,6.0,37
'1176603788954876',188.0,6.0,37
'1176603789034876',188.0,6.0,37
'1176603789114876',189.0,6.0,37
'1176603789294876',188.0,6.0,37
'1176603789374876',188.0,6.0,37
'1176603789454876',189.0,6.0,37
'1176603789524876',189.0,6.0,37
'1176603789604876',189.0,6.0,37
'1176603789784876',189.0,6.0,37
'1176603789864876',188.0,6.0,37
'1176603789944876',188.0,6.0,37
'1176603790004876',189.0,6.0,37
'1176603790184876',189.0,6.0,37
'1176603790344876',189.0,6.0,37
'1176603790424876',189.0,6.0,37
'1176603790594876',189.0,6.0,37
'1176603790674876',189.0,6.0,37
'1176603790754876',189.0,6.0,37
'1176603790834876',189.0,6.0,37
'1176603790914876',189.0,6.0,37
'1176603791094876',189.0,6.0,37
'1176603791174876',189.0,6.0,37
'1176603791254876',189.0,6.0,37
'1176603791334876',189.0,6.0,37
'1176603791414876',189.0,6.0,37
'1176603791584876',189.0,6.0,37
'1176603791664876',189.0,6.0,37
'1176603791744876',189.0,6.0,37
'1176603791904876',189.0,6.0,37
'1176603792084876',189.0,6.0,37
'1176603792164876',189.0,6.0,37
'1176603792244876',188.0,6.0,37
'1176603792324876',189.0,6.0,37
'1176603792404876',189.0,6.0,37
'1176603792574876',189.0,6.0,37
'1176603792654876',189.0,6.0,37
'1176603792734876',189.0,6.0,37
'1176603792994876',189.0,6.0,37
'1176603793074876',188.0,6.0,37
'1176603793234876',189.0,6.0,37
'1176603710144877',190.0,6.0,37
'1176603710224877',190.0,6.0,37
'1176603710304877',190.0,6.0,37
'1176603710484877',190.0,6.0,37
'1176603710554877',190.0,6.0,37
'1176603710634877',190.0,6.0,37
'1176603710894877',190.0,6.0,37
'1176603710974877',190.0,6.0,37
'1176603711054877',190.0,6.0,37
'1176603711134877',190.0,6.0,37
'1176603711214877',190.0,6.0,37
'1176603711394877',190.0,6.0,37
'1176603711474877',190.0,6.0,37
'1176603711544877',190.0,6.0,37
'1176603711624877',190.0,6.0,37
'1176603711704877',190.0,6.0,37
'1176603711884877',190.0,6.0,37
'1176603711964877',190.0,6.0,37
'1176603712044877',190.0,6.0,37
'1176603712124877',190.0,6.0,37
'1176603712204877',190.0,6.0,37
'1176603712384877',190.0,6.0,37
'1176603712384877',190.0,6.0,37
'1176603712464877',190.0,6.0,37
'1176603712534877',190.0,6.0,37
'1176603712614877',190.0,6.0,37
'1176603712794877',190.0,6.0,37
'1176603712874877',190.0,6.0,37
'1176603712954877',190.0,6.0,37
'1176603713034877',190.0,6.0,37
'1176603713114877',190.0,6.0,37
'1176603713294877',190.0,6.0,37
'1176603713374877',190.0,6.0,37
'1176603713454877',190.0,6.0,37
'1176603713524877',190.0,6.0,37
'1176603713604877',190.0,6.0,37
'1176603713784877',190.0,6.0,37
'1176603713864877',190.0,6.0,37
'1176603713944877',190.0,6.0,37
'1176603714024877',190.0,6.0,37
'1176603714104877',190.0,6.0,37
'1176603714284877',190.0,6.0,37
'1176603714364877',190.0,6.0,37
'1176603714444877',190.0,6.0,37
'1176603714514877',190.0,6.0,37
'1176603714694877',190.0,6.0,37
'1176603714854877',190.0,6.0,37
'1176603714934877',190.0,6.0,37
'1176603715014877',190.0,6.0,37
'1176603715194877',190.0,6.0,37
'1176603715274877',190.0,6.0,37
'1176603715354877',190.0,6.0,37
'1176603715434877',190.0,6.0,37
'1176603715504877',190.0,6.0,37
'1176603715684877',190.0,6.0,37
'1176603715764877',190.0,6.0,37
'1176603715844877',190.0,6.0,37
'1176603715924877',190.0,6.0,37
'1176603716004877',190.0,6.0,37
'1176603716184877',190.0,6.0,37
'1176603716264877',190.0,6.0,37
'1176603716344877',190.0,6.0,37
'1176603716424877',190.0,6.0,37
'1176603716594877',190.0,6.0,37
'1176603716674877',190.0,6.0,37
'1176603716754877',190.0,6.0,37
'1176603716834877',190.0,6.0,37
'1176603717094877',190.0,6.0,37
'1176603717174877',190.0,6.0,37
'1176603717254877',190.0,6.0,37
'1176603717334877',190.0,6.0,37
'1176603717414877',190.0,6.0,37
'1176603717584877',190.0,6.0,37
'1176603717664877',190.0,6.0,37
'1176603717744877',190.0,6.0,37
'1176603717824877',190.0,6.0,37
'1176603717904877',190.0,6.0,37
'1176603718084877',190.0,6.0,37
'1176603718164877',190.0,6.0,37
'1176603718244877',190.0,6.0,37
'1176603718324877',190.0,6.0,37
'1176603718404877',190.0,6.0,37
'1176603718574877',190.0,6.0,37
'1176603718654877',190.0,6.0,37
'1176603718734877',190.0,6.0,37
'1176603718814877',190.0,6.0,37
'1176603718994877',190.0,6.0,37
'1176603719074877',190.0,6.0,37
'1176603719154877',190.0,6.0,37
'1176603719234877',190.0,6.0,37
'1176603719314877',190.0,6.0,37
'1176603719494877',190.0,6.0,37
'1176603719564877',190.0,6.0,37
'1176603719644877',190.0,6.0,37
'1176603719724877',190.0,6.0,37
'1176603719804877',190.0,6.0,37
'1176603719984877',190.0,6.0,37
'1176603700164927',77.0,5.0,37
'1176603700244927',77.0,5.0,37
'1176603700324927',77.0,5.0,37
'1176603700404927',77.0,5.0,37
'1176603700574927',77.0,5.0,37
'1176603700654927',77.0,5.0,37
'1176603700734927',77.0,5.0,37
'1176603700814927',77.0,5.0,37
'1176603700994927',77.0,5.0,37
'1176603701074927',77.0,5.0,37
'1176603701154927',77.0,5.0,37
'1176603701234927',77.0,5.0,37
'1176603701314927',77.0,5.0,37
'1176603701494927',77.0,5.0,37
'1176603701564927',77.0,5.0,37
'1176603701644927',77.0,5.0,37
'1176603701724927',77.0,5.0,37
'1176603701804927',77.0,5.0,37
'1176603701984927',77.0,5.0,37
'1176603702064927',77.0,5.0,37
'1176603702144927',77.0,5.0,37
'1176603702224927',77.0,5.0,37
'1176603702304927',77.0,5.0,37
'1176603702484927',77.0,5.0,37
'1176603702554927',77.0,5.0,37
'1176603702634927',77.0,5.0,37
'1176603702714927',77.0,5.0,37
'1176603702894927',77.0,5.0,37
'1176603702974927',77.0,5.0,37
'1176603703054927',77.0,5.0,37
'1176603703134927',77.0,5.0,37
'1176603703214927',77.0,5.0,37
'1176603703394927',77.0,5.0,37
'1176603703474927',77.0,5.0,37
'1176603703544927',77.0,5.0,37
'1176603703624927',77.0,5.0,37
'1176603703704927',77.0,5.0,37
'1176603703884927',77.0,5.0,37
'1176603703964927',77.0,5.0,37
'1176603704044927',77.0,5.0,37
'1176603704124927',77.0,5.0,37
'1176603704204927',77.0,5.0,37
'1176603704384927',77.0,5.0,37
'1176603704464927',77.0,5.0,37
'1176603704534927',77.0,5.0,37
'1176603704614927',77.0,5.0,37
'1176603704794927',77.0,5.0,37
'1176603704874927',77.0,5.0,37
'1176603704954927',77.0,5.0,37
'1176603705034927',77.0,5.0,37
'1176603705114927',77.0,5.0,37
'1176603705294927',77.0,5.0,37
'1176603705374927',77.0,5.0,37
'1176603705454927',77.0,5.0,37
'1176603705524927',77.0,5.0,37
'1176603705604927',77.0,5.0,37
'1176603705784927',77.0,5.0,37
'1176603705864927',77.0,5.0,37
'1176603705944927',77.0,5.0,37
'1176603706024927',77.0,5.0,37
'1176603706104927',77.0,5.0,37
'1176603706284927',77.0,5.0,37
'1176603706364927',77.0,5.0,37
'1176603706444927',77.0,5.0,37
'1176603706514927',77.0,5.0,37
'1176603706694927',77.0,5.0,37
'1176603706774927',77.0,5.0,37
'1176603706854927',77.0,5.0,37
'1176603706934927',77.0,5.0,37
'1176603707014927',77.0,5.0,37
'1176603707194927',77.0,5.0,37
'1176603707274927',77.0,5.0,37
'1176603707354927',77.0,5.0,37
'1176603707434927',77.0,5.0,37
'1176603707504927',77.0,5.0,37
'1176603707684927',77.0,5.0,37
'1176603707764927',77.0,5.0,37
'1176603707844927',77.0,5.0,37
'1176603707924927',77.0,5.0,37
'1176603708004927',77.0,5.0,37
'1176603708184927',77.0,5.0,37
'1176603708264927',77.0,5.0,37
'1176603708344927',77.0,5.0,37
'1176603708424927',77.0,5.0,37
'1176603708594927',77.0,5.0,37
'1176603708674927',77.0,5.0,37
'1176603708754927',77.0,5.0,37
'1176603708834927',77.0,5.0,37
'1176603708914927',77.0,5.0,37
'1176603709094927',77.0,5.0,37
'1176603709174927',77.0,5.0,37
'1176603709254927',77.0,5.0,37
'1176603709334927',77.0,5.0,37
'1176603709414927',77.0,5.0,37
'1176603709584927',77.0,5.0,37
'1176603709664927',77.0,5.0,37
'1176603709744927',77.0,5.0,37
'1176603709824927',77.0,5.0,37
'1176603709904927',77.0,5.0,37
'1176603710064927',77.0,5.0,37
'1017603203104953',148.0,6.0,32
'1017603203364953',148.0,6.0,32
'1017603203514953',148.0,6.0,32
'1017603203694953',148.0,6.0,32
'1017603203934953',148.0,6.0,32
'1017603204274953',148.0,6.0,32
'1017603204684953',148.0,6.0,32
'1017603204924953',148.0,6.0,32
'1017603205424953',148.0,6.0,32
'1017603205594953',148.0,6.0,32
'1017603205754953',148.0,6.0,32
'1017603206094953',148.0,6.0,32
'1017603206254953',148.0,6.0,32
'1017603206334953',148.0,6.0,32
'1017603206664953',148.0,6.0,32
'1017603206824953',148.0,6.0,32
'1017603207244953',148.0,6.0,32
'1017603207324953',148.0,6.0,32
'1017603207404953',148.0,6.0,32
'1017603207654953',148.0,6.0,32
'1017603207734953',148.0,6.0,32
'1017603208644953',148.0,6.0,32
'1017603208724953',148.0,6.0,32
'1017603208804953',148.0,6.0,32
'1017603209064953',148.0,6.0,32
'1017603209224953',148.0,6.0,32
'1017603209484953',148.0,6.0,32
'1017603209974953',148.0,6.0,32
'1017603210034953',148.0,6.0,32
'1017603210374953',148.0,6.0,32
'1017603210454953',148.0,6.0,32
'1017603210524953',148.0,6.0,32
'1017603210944953',148.0,6.0,32
'1017603211104953',148.0,6.0,32
'1017603211284953',148.0,6.0,32
'1017603211444953',148.0,6.0,32
'1017603211514953',148.0,6.0,32
'1017603211694953',148.0,6.0,32
'1017603211854953',148.0,6.0,32
'1017603211934953',148.0,6.0,32
'1017603212014953',148.0,6.0,32
'1017603212194953',148.0,6.0,32
'1017603212434953',148.0,6.0,32
'1017603212684953',148.0,6.0,32
'1017603220014953',148.0,6.0,32
'1017603220194953',148.0,6.0,32
'1017603220504953',148.0,6.0,32
'1017603220684953',148.0,6.0,32
'1017603220844953',148.0,6.0,32
'1017603220924953',148.0,6.0,32
'1017603221004953',148.0,6.0,32
'1017603221264953',148.0,6.0,32
'1017603221344953',148.0,6.0,32
'1017603221424953',148.0,6.0,32
'1017603221594953',148.0,6.0,32
'1017603221754953',148.0,6.0,32
'1017603221914953',148.0,6.0,32
'1017603222094953',148.0,6.0,32
'1017603222174953',148.0,6.0,32
'1017603222334953',148.0,6.0,32
'1017603222414953',148.0,6.0,32
'1017603222584953',148.0,6.0,32
'1017603222664953',148.0,6.0,32
'1017603222744953',148.0,6.0,32
'1017603223084953',148.0,6.0,32
'1017603223164953',148.0,6.0,32
'1017603223324953',148.0,6.0,32
'1017603223574953',148.0,6.0,32
'1017603223734953',148.0,6.0,32
'1017603223814953',148.0,6.0,32
'1017603223994953',148.0,6.0,32
'1017603224154953',148.0,6.0,32
'1017603224234953',148.0,6.0,32
'1017603224314953',148.0,6.0,32
'1017603224494953',148.0,6.0,32
'1017603224564953',148.0,6.0,32
'1017603224644953',148.0,6.0,32
'1017603224984953',148.0,6.0,32
'1017603225064953',148.0,6.0,32
'1017603225144953',148.0,6.0,32
'1017603225224953',148.0,6.0,32
'1017603225304953',148.0,6.0,32
'1017603225484953',148.0,6.0,32
'1017603225554953',148.0,6.0,32
'1017603225634953',148.0,6.0,32
'1017603225714953',148.0,6.0,32
'1017603225894953',148.0,6.0,32
'1017603225974953',148.0,6.0,32
'1017603226054953',148.0,6.0,32
'1017603226134953',148.0,6.0,32
'1017603226214953',148.0,6.0,32
'1017603226394953',148.0,6.0,32
'1017603226474953',148.0,6.0,32
'1017603226544953',148.0,6.0,32
'1017603226624953',148.0,6.0,32
'1017603226884953',148.0,6.0,32
'1017603226964953',148.0,6.0,32
'1017603227124953',148.0,6.0,32
'1017603227464953',148.0,6.0,32
'1017603227534953',148.0,6.0,32
'1017603227614953',148.0,6.0,32
'1017603227794953',148.0,6.0,32
'1017603227954953',148.0,6.0,32
'1017603228034953',148.0,6.0,32
'1017603228114953',148.0,6.0,32
'1017603228524953',148.0,6.0,32
'1017603228604953',148.0,6.0,32
'1017603228784953',148.0,6.0,32
'1017603228864953',148.0,6.0,32
'1017603228944953',148.0,6.0,32
'1017603229024953',148.0,6.0,32
'1017603229104953',148.0,6.0,32
'1017603229284953',148.0,6.0,32
'1017603229514953',148.0,6.0,32
'1017603229694953',148.0,6.0,32
'1017603229854953',148.0,6.0,32
'1017603229934953',148.0,6.0,32
'1017603245024953',148.0,6.0,32
'1017603245284953',148.0,6.0,32
'1017603246194953',148.0,6.0,32
'1017603246354953',148.0,6.0,32
'1017603246844953',148.0,6.0,32
'1017603247834953',148.0,6.0,32
'1017603250124953',148.0,6.0,32
'1017603251034953',148.0,6.0,32
'1017603251294953',148.0,6.0,32
'1017603252364953',148.0,6.0,32
'1017603255824953',148.0,6.0,32
'1017603256084953',148.0,6.0,32
'1017603256244953',148.0,6.0,32
'1017603258304953',148.0,6.0,32
'1017603261434953',148.0,6.0,32
'1017603263334953',148.0,6.0,32
'1017603263744953',148.0,6.0,32
'1017603264574953',148.0,6.0,32
'1017603265234953',148.0,6.0,32
'1017603265314953',148.0,6.0,32
'1017603266064953',148.0,6.0,32
'1017603267884953',148.0,6.0,32
'1017603268124953',148.0,6.0,32
'1017603268534953',148.0,6.0,32
'1017603269294953',148.0,6.0,32
'1017603269864953',148.0,6.0,32
'1017603270424953',148.0,6.0,32
'1017603270754953',148.0,6.0,32
'1017603271094953',148.0,6.0,32
'1017603271334953',148.0,6.0,32
'1017603271584953',148.0,6.0,32
'1017603272574953',148.0,6.0,32
'1017603272654953',148.0,6.0,32
'1017603274974953',148.0,6.0,32
'1017603275054953',148.0,6.0,32
'1017603275134953',148.0,6.0,32
'1017603275544953',148.0,6.0,32
'1017603276204953',148.0,6.0,32
'1017603277374953',148.0,6.0,32
'1017603277454953',148.0,6.0,32
'1017603277524953',148.0,6.0,32
'1017603278024953',148.0,6.0,32
'1017603278364953',148.0,6.0,32
'1017603279194953',148.0,6.0,32
'1017603280084953',147.0,6.0,32
'1017603280164953',147.0,6.0,32
'1017603280244953',147.0,6.0,32
'1017603280324953',147.0,6.0,32
'1017603280404953',147.0,6.0,32
'1017603280574953',147.0,6.0,32
'1017603280654953',147.0,6.0,32
'1017603280734953',147.0,6.0,32
'1017603280814953',147.0,6.0,32
'1017603280994953',147.0,6.0,32
'1017603281154953',147.0,6.0,32
'1017603281234953',147.0,6.0,32
'1017603281314953',147.0,6.0,32
'1017603281494953',147.0,6.0,32
'1017603281564953',147.0,6.0,32
'1017603281644953',147.0,6.0,32
'1017603281724953',147.0,6.0,32
'1017603281804953',147.0,6.0,32
'1017603281984953',147.0,6.0,32
'1017603282064953',147.0,6.0,32
'1017603282144953',147.0,6.0,32
'1017603282224953',147.0,6.0,32
'1017603282304953',147.0,6.0,32
'1017603282484953',147.0,6.0,32
'1017603282554953',147.0,6.0,32
'1017603282714953',147.0,6.0,32
'1017603282894953',147.0,6.0,32
'1017603282974953',147.0,6.0,32
'1017603283054953',147.0,6.0,32
'1017603283134953',147.0,6.0,32
'1017603283214953',147.0,6.0,32
'1017603283394953',147.0,6.0,32
'1017603283474953',147.0,6.0,32
'1017603283544953',147.0,6.0,32
'1017603283624953',147.0,6.0,32
'1017603283704953',147.0,6.0,32
'1017603283884953',147.0,6.0,32
'1017603283964953',147.0,6.0,32
'1017603284044953',147.0,6.0,32
'1017603284124953',147.0,6.0,32
'1017603284204953',147.0,6.0,32
'1017603284384953',147.0,6.0,32
'1017603284464953',147.0,6.0,32
'1017603284534953',147.0,6.0,32
'1017603284614953',147.0,6.0,32
'1017603284794953',147.0,6.0,32
'1017603284874953',147.0,6.0,32
'1017603284954953',147.0,6.0,32
'1017603285034953',147.0,6.0,32
'1017603285114953',147.0,6.0,32
'1017603285294953',147.0,6.0,32
'1017603285374953',147.0,6.0,32
'1017603285454953',147.0,6.0,32
'1017603285524953',147.0,6.0,32
'1017603285784953',147.0,6.0,32
'1017603285864953',147.0,6.0,32
'1017603285944953',147.0,6.0,32
'1017603286024953',147.0,6.0,32
'1017603286104953',147.0,6.0,32
'1017603286364953',147.0,6.0,32
'1017603286444953',147.0,6.0,32
'1017603286514953',147.0,6.0,32
'1017603286694953',147.0,6.0,32
'1017603286774953',147.0,6.0,32
'1017603286854953',147.0,6.0,32
'1017603286934953',147.0,6.0,32
'1017603287014953',147.0,6.0,32
'1017603287194953',147.0,6.0,32
'1017603287274953',147.0,6.0,32
'1017603287354953',147.0,6.0,32
'1017603287434953',147.0,6.0,32
'1017603287504953',147.0,6.0,32
'1017603287684953',147.0,6.0,32
'1017603287764953',147.0,6.0,32
'1017603287844953',147.0,6.0,32
'1017603287924953',147.0,6.0,32
'1017603288004953',147.0,6.0,32
'1017603288184953',147.0,6.0,32
'1017603288264953',147.0,6.0,32
'1017603288424953',147.0,6.0,32
'1017603288594953',147.0,6.0,32
'1017603288674953',147.0,6.0,32
'1017603288754953',147.0,6.0,32
'1017603288834953',147.0,6.0,32
'1017603288914953',147.0,6.0,32
'1017603289094953',147.0,6.0,32
'1017603289174953',147.0,6.0,32
'1017603289254953',147.0,6.0,32
'1017603289334953',147.0,6.0,32
'1017603289414953',147.0,6.0,32
'1017603289584953',147.0,6.0,32
'1017603289664953',147.0,6.0,32
'1017603289744953',147.0,6.0,32
'1017603289824953',147.0,6.0,32
'1017603289904953',147.0,6.0,32
'1017603290064953',147.0,6.0,32
'1017603290144953',147.0,6.0,32
'1017603290224953',147.0,6.0,32
'1017603290304953',147.0,6.0,32
'1017603290484953',147.0,6.0,32
'1017603290554953',147.0,6.0,32
'1017603290634953',147.0,6.0,32
'1017603290714953',147.0,6.0,32
'1017603290894953',147.0,6.0,32
'1017603290974953',147.0,6.0,32
'1017603291054953',147.0,6.0,32
